R,G,B,Red,Yellow,Blue,Black,White
0,129,129,0,10,15,0,15
64,88,93,0,10,15,5,15
64,88,92,0,10,15,5,15
63,87,91,0,10,15,5,15
62,86,90,0,10,15,5,15
61,83,87,0,10,15,5,15
141,87,107,30,0,5,0,30
139,87,106,30,0,5,0,30
139,87,105,30,0,5,0,30
140,87,106,30,0,5,0,30
139,87,106,30,3,5,0,30
142,88,104,30,3,5,0,30
140,87,102,30,3,5,0,30
140,86,102,30,3,5,0,30
140,87,102,30,3,5,0,30
140,86,102,30,3,5,0,30
141,89,92,30,15,5,0,30
141,87,91,30,15,5,0,30
142,89,92,30,15,5,0,30
141,88,92,30,15,5,0,30
142,88,92,30,15,5,0,30
113,85,94,30,15,5,0,30
116,87,95,30,15,5,0,30
113,85,93,30,15,5,0,30
117,87,95,30,15,5,0,30
116,87,96,30,15,5,0,30
96,84,96,30,15,10,0,30
95,83,94,30,15,10,0,30
95,83,94,30,15,10,0,30
95,84,95,30,15,10,0,30
96,84,95,30,15,10,0,30
90,82,90,30,15,10,3,30
87,80,89,30,15,10,3,30
84,76,84,30,15,10,3,30
87,79,88,30,15,10,3,30
88,80,89,30,15,10,3,30
75,73,78,30,15,10,10,30
76,74,79,30,15,10,10,30
75,73,78,30,15,10,10,30
75,73,78,30,15,10,10,30
76,74,79,30,15,10,10,30
78,75,77,30,25,10,10,30
77,75,76,30,25,10,10,30
77,75,77,30,25,10,10,30
79,76,78,30,25,10,10,30
77,75,77,30,25,10,10,30
64,79,84,0,5,10,10,10
62,76,81,0,5,10,10,10
64,78,83,0,5,10,10,10
65,80,85,0,5,10,10,10
60,73,78,0,5,10,10,10
61,77,84,0,5,15,10,10
61,77,84,0,5,15,10,10
60,77,84,0,5,15,10,10
61,78,85,0,5,15,10,10
61,77,83,0,5,15,10,10
62,81,84,0,10,15,10,10
62,78,82,0,10,15,10,10
61,78,82,0,10,15,10,10
59,77,80,0,10,15,10,10
60,78,80,0,10,15,10,10
60,80,77,0,15,15,10,10
61,79,78,0,15,15,10,10
60,79,76,0,15,15,10,10
61,79,78,0,15,15,10,10
60,79,77,0,15,15,10,10
59,87,96,0,5,15,5,15
61,85,94,0,5,15,5,15
60,85,94,0,5,15,5,15
60,84,93,0,5,15,5,15
60,86,95,0,5,15,5,15
62,92,96,0,10,15,5,15
59,93,96,0,10,15,5,15
61,86,91,0,10,15,5,15
62,87,91,0,10,15,5,15
63,87,92,0,10,15,5,15
56,84,92,0,10,15,5,15
56,83,90,0,10,15,5,15
53,83,91,0,10,15,5,15
57,84,92,0,10,15,5,15
57,84,92,0,10,15,5,15
57,86,91,0,15,15,5,15
57,86,90,0,15,15,5,15
57,85,90,0,15,15,5,15
58,86,90,0,15,15,5,15
58,86,90,0,15,15,5,15
77,96,123,15,2,10,0,15
79,98,124,15,2,10,0,15
77,96,122,15,2,10,0,15
78,96,122,15,2,10,0,15
77,96,122,15,2,10,0,15
82,92,117,20,2,10,0,15
81,90,115,20,2,10,0,15
82,91,117,20,2,10,0,15
80,90,115,20,2,10,0,15
81,91,116,20,2,10,0,15
84,86,110,25,2,10,0,15
86,87,112,25,2,10,0,15
85,86,110,25,2,10,0,15
87,88,112,25,2,10,0,15
87,89,113,25,2,10,0,15
86,84,106,30,2,10,0,15
86,84,106,30,2,10,0,15
87,85,108,30,2,10,0,15
88,86,108,30,2,10,0,15
87,85,108,30,2,10,0,15
87,82,102,35,2,10,0,15
89,84,104,35,2,10,0,15
88,83,103,35,2,10,0,15
87,82,102,35,2,10,0,15
88,83,103,35,2,10,0,15
90,82,101,40,2,10,0,15
89,81,100,40,2,10,0,15
91,82,102,40,2,10,0,15
90,81,101,40,2,10,0,15
90,81,101,40,2,10,0,15
0,144,165,0,5,20,0,35
0,147,167,0,5,20,0,35
0,145,165,0,5,20,0,35
0,145,164,0,5,20,0,35
0,144,164,0,5,20,0,35
0,149,170,0,5,20,0,40
0,149,171,0,5,20,0,40
0,148,169,0,5,20,0,40
0,146,168,0,5,20,0,40
0,146,168,0,5,20,0,40
0,153,174,0,5,20,0,45
0,157,178,0,5,20,0,45
0,156,176,0,5,20,0,45
0,155,176,0,5,20,0,45
0,157,177,0,5,20,0,45
0,158,179,0,5,20,0,55
0,157,179,0,5,20,0,55
0,156,178,0,5,20,0,55
0,157,179,0,5,20,0,55
0,155,177,0,5,20,0,55
162,152,133,2,6,2,1,15
164,154,135,2,6,2,1,15
163,153,134,2,6,2,1,15
163,153,134,2,6,2,1,15
161,152,133,2,6,2,1,15
159,140,126,3,6,2,1,15
168,145,130,3,6,2,1,15
169,145,130,3,6,2,1,15
158,140,126,3,6,2,1,15
156,139,124,3,6,2,1,15
151,210,210,0,1.96,4.89,0,93.15
151,210,210,0,1.96,4.89,0,93.15
150,207,206,0,1.96,4.89,0,93.15
150,207,206,0,1.96,4.89,0,93.15
240,236,222,0.13,0.53,0.13,0,99.2
230,208,179,0.99,3.95,0.99,0,99.2
139,144,146,1.21,2.81,1.69,4.91,89.38
152,206,206,43.45,17.28,5.69,0,33.58
